BSP,RaceId,Date,Names
4.0,0,2015-01-01,Wajas Speckle
7.6,0,2015-01-01,Snowdon Legend
9.4,0,2015-01-01,Clash Tenor
7.8,0,2015-01-01,Good Fifi
5.1,0,2015-01-01,Drumcrow Ruby
5.34,0,2015-01-01,Finalee
10.16,1,2015-01-01,Cavies Penny
8.6,1,2015-01-01,Baran Victoria
4.5,1,2015-01-01,Gentle Sadie
5.14,1,2015-01-01,Aoifes Magpie
3.83,1,2015-01-01,Midori
8.68,1,2015-01-01,Corrin Brae
4.36,2,2015-01-01,Crossfield Hanna
5.15,2,2015-01-01,Randar Beauty
15.05,2,2015-01-01,Gentle Kewell
6.8,2,2015-01-01,Knock Shift
6.69,2,2015-01-01,Amazing Josie
3.81,2,2015-01-01,Gortkelly Dawn
12.32,3,2015-01-01,Ivana Win
8.2,3,2015-01-01,Gortshanboy
4.35,3,2015-01-01,Ballyshonin Ban
4.31,3,2015-01-01,Boynepark Puma
3.9,3,2015-01-01,Toystory Star
8.4,3,2015-01-01,Northland Flyer
5.48,4,2015-01-01,Gunner George
10.99,4,2015-01-01,Redstone Abi
3.25,4,2015-01-01,King Poker
5.1,4,2015-01-01,Trumpers Dobby
9.0,4,2015-01-01,Clongeel Sword
8.0,4,2015-01-01,Poised Success
3.44,5,2015-01-01,Mindurpeesncues
4.74,5,2015-01-01,Pebbles Daisy
6.0,5,2015-01-01,Altamount Arnie
6.2,5,2015-01-01,Stophers Dopey
11.0,5,2015-01-01,Cake Angel
10.0,5,2015-01-01,Gerpats Sandy
11.59,6,2015-08-01,Trumpers Dobby
6.36,6,2015-08-01,Balleen Sparkle
6.07,6,2015-08-01,Tinas Western
5.89,6,2015-08-01,Jet Stream Rose
4.72,6,2015-08-01,Timber Mover
5.41,6,2015-08-01,Glen Tulip
8.28,7,2015-08-01,Uncle Eoinsmagic
5.95,7,2015-08-01,Lerrigs Finest
3.96,7,2015-08-01,Good Snapper
12.5,7,2015-08-01,Muls Choice
4.89,7,2015-08-01,Miss Model
6.4,7,2015-08-01,Vinnythestriker
4.18,8,2015-08-01,Bobbys Blue
9.78,8,2015-08-01,Oilean Daktari
10.5,8,2015-08-01,Try Plan Bee
8.33,8,2015-08-01,Clash Tenor
4.55,8,2015-08-01,Dark Shades
5.92,8,2015-08-01,Galtee Mark
4.0,9,2015-08-01,Lisnabrin
8.3,9,2015-08-01,Cronody Pat
11.79,9,2015-08-01,Ilewin Wotevah
4.79,9,2015-08-01,Brackenstone Lar
4.88,9,2015-08-01,Hollyhillcronody
8.1,9,2015-08-01,Andys Blobabob
9.74,10,2015-08-01,Gringos Maestro
8.6,10,2015-08-01,Tuckers Duke
3.93,10,2015-08-01,King Pat
7.51,10,2015-08-01,Ellens Choice
3.84,10,2015-08-01,Lucozade Danni
6.8,10,2015-08-01,Tonetta Form
7.8,11,2015-08-01,Stophers Sneezy
4.1,11,2015-08-01,Ten Trees
11.5,11,2015-08-01,Ryves Susie
7.8,11,2015-08-01,Severn Ace
5.5,11,2015-08-01,Oneandonly Sarah
4.6,11,2015-08-01,Ivana Win
4.51,12,2015-08-01,Townsend Rebel
7.0,12,2015-08-01,Gaelo Gals
10.57,12,2015-08-01,Premarket Honey
4.98,12,2015-08-01,Tintreach Harry
10.5,12,2015-08-01,Cappananty Black
4.05,12,2015-08-01,Rising Dawn
7.2,13,2015-08-01,Boomtown Vic
3.91,13,2015-08-01,Sallins Major
4.34,13,2015-08-01,Crossfield Colt
12.0,13,2015-08-01,Blackrose Linda
4.99,13,2015-08-01,Castlebride Judy
10.0,13,2015-08-01,Mountcashel Judy
3.62,14,2015-08-01,Westwind Lucky
26.44,14,2015-08-01,Made A Rick
21.0,14,2015-08-01,Ballyard Ailish
3.93,14,2015-08-01,Miss Spectacular
5.83,14,2015-08-01,Deadly Catch
4.12,14,2015-08-01,Northland Flyer
6.15,15,2015-08-01,Away Day Rodney
4.1,15,2015-08-01,Shoemakers Jack
10.12,15,2015-08-01,Calm Down Da
5.84,15,2015-08-01,Altamount Kate
8.0,15,2015-08-01,Ace Of Clubs
4.2,15,2015-08-01,Swanton Bomb
3.95,16,2015-08-01,Comeragh Captain
4.8,16,2015-08-01,Consequences
11.31,16,2015-08-01,Northland Mario
9.6,16,2015-08-01,Mikey Junior
4.4,16,2015-08-01,Trapstyle Oscar
6.2,16,2015-08-01,Gortown Bandit
11.5,17,2015-08-01,Ickle Pickle
5.2,17,2015-08-01,Ultimate Bundle
4.53,17,2015-08-01,Newlawn Gretta
3.65,17,2015-08-01,Farran Bernado
9.0,17,2015-08-01,Suirview Petal
6.53,17,2015-08-01,Clanard Turbo
7.8,18,2015-08-01,Ashtina
5.71,18,2015-08-01,Zenas Bobby
6.19,18,2015-08-01,Shanbally Swift
18.0,18,2015-08-01,Get On Coco
4.1,18,2015-08-01,Tiermana Express
4.11,18,2015-08-01,Watch Her Win
5.39,19,2015-08-01,Twist
3.07,19,2015-08-01,Code Ella
9.2,19,2015-08-01,Zenas Emma
11.5,19,2015-08-01,Acid Queen
17.35,19,2015-08-01,Fawkham Boycie
5.61,19,2015-08-01,Peppy Ragnar
14.27,20,2015-08-01,Halls Red
2.3,20,2015-08-01,Indigo Friday
10.54,20,2015-08-01,Headford Dream
7.13,20,2015-08-01,Bernies Toughguy
9.2,20,2015-08-01,Hazors Dawn
10.34,20,2015-08-01,Cappananty Madam
13.0,21,2015-08-01,Old Father Time
3.24,21,2015-08-01,Clares Jayfkay
6.84,21,2015-08-01,Near The Bowery
7.39,21,2015-08-01,Precious Toni
17.16,21,2015-08-01,Gloreen Haka
3.41,21,2015-08-01,Striker
7.4,22,2015-08-01,Basher Dooley
10.0,22,2015-08-01,Blade Runner
14.5,22,2015-08-01,Glenbeech Raven
2.6,22,2015-08-01,Glenfinn Lady
5.4,22,2015-08-01,Pennys Mountain
7.8,22,2015-08-01,Mullrook Lornie
6.2,23,2015-08-01,Capstan
5.14,23,2015-08-01,Brick Mansions
2.5,23,2015-08-01,Headford Jim
15.54,23,2015-08-01,Tinas Claire
11.76,23,2015-08-01,Senahel Song
9.6,23,2015-08-01,Crossfield Thor
12.5,24,2015-08-01,View The Fire
5.6,24,2015-08-01,Pennys Plate
3.13,24,2015-08-01,Newlawn Victoria
5.98,24,2015-08-01,Colorado Teegan
15.97,24,2015-08-01,Fawkham Jacq
6.51,24,2015-08-01,Mullrook Wegirl
8.6,25,2015-09-01,Salty Lil Potato
13.5,25,2015-09-01,Lemming Suarez
2.06,25,2015-09-01,Whitby Boy
10.5,25,2015-09-01,Ourbettybee
8.6,25,2015-09-01,Ashtina
9.4,25,2015-09-01,Anytimenow
7.35,26,2015-09-01,Cashen Mischief
5.2,26,2015-09-01,Blackrose Emma
6.23,26,2015-09-01,Bransa Mason
3.36,26,2015-09-01,Glasmeen Paris
8.8,26,2015-09-01,Cronody Pat
7.2,26,2015-09-01,Barrack Bound
4.62,27,2015-09-01,Trumpers Dobby
6.8,27,2015-09-01,Rathronan Dawn
6.05,27,2015-09-01,Chuckles Girl
5.61,27,2015-09-01,Quick Step Mary
4.45,27,2015-09-01,Jet Stream Rose
9.51,27,2015-09-01,Brownsbridge Gem
8.58,28,2015-09-01,Highview Blonde
5.13,28,2015-09-01,Live Report
5.5,28,2015-09-01,Tinas Eileen
5.69,28,2015-09-01,Finalee
14.65,28,2015-09-01,Boots Of Pride
3.55,28,2015-09-01,Glenfinn Lady
4.89,29,2015-09-01,Key Shot
7.42,29,2015-09-01,Blade Runner
9.13,29,2015-09-01,Loyal Woman
8.16,29,2015-09-01,Blakefield Turbo
5.0,29,2015-09-01,Newlawn Victoria
4.21,29,2015-09-01,Northland Mario
4.0,30,2015-09-01,Watch Her Win
12.0,30,2015-09-01,Madeaslipup
6.6,30,2015-09-01,Glenbeech Peggy
5.0,30,2015-09-01,Trapstyle Solar
4.9,30,2015-09-01,Sharons Unique
8.15,30,2015-09-01,Zenas Crest
3.15,31,2015-09-01,Zenas Emma
4.3,31,2015-09-01,Rock Fantasy
14.0,31,2015-09-01,Newlawn Mandy
9.64,31,2015-09-01,Besomi Lewis
8.0,31,2015-09-01,Jemmathesnake
6.81,31,2015-09-01,Aero Assassin
26.0,32,2015-09-01,Fairway Breeze
5.56,32,2015-09-01,Good Fifi
3.79,32,2015-09-01,Consequences
5.72,32,2015-09-01,Dairy Belle
5.8,32,2015-09-01,Loughgur Black
7.68,32,2015-09-01,Flutterby Ernie
3.5,33,2015-09-01,Miss Model
7.56,33,2015-09-01,Bailephoil Lass
6.6,33,2015-09-01,Glenbower Pixie
7.8,33,2015-09-01,Swift Era
11.5,33,2015-09-01,Glenside Faith
4.41,33,2015-09-01,Coolruss Enigma
9.4,34,2015-09-01,Lerrigs Finest
5.65,34,2015-09-01,Dunbar Linda
6.4,34,2015-09-01,Unleashthenight
4.91,34,2015-09-01,Mercury Donna
4.1,34,2015-09-01,Suirview Zippy
7.8,34,2015-09-01,Morrisa
24.0,35,2015-09-01,Yacht Zilla
3.45,35,2015-09-01,Bowline Fantasy
7.0,35,2015-09-01,Fawkham Jacq
5.69,35,2015-09-01,Ballycannon Buck
7.0,35,2015-09-01,Nobodys Baby
4.75,35,2015-09-01,Glorious Porter
5.34,36,2015-09-01,Westmead Clover
4.6,36,2015-09-01,Northland Flyer
12.0,36,2015-09-01,Corrin Brae
9.33,36,2015-09-01,Lordsbury Hera
3.85,36,2015-09-01,Townsend Rebel
6.59,36,2015-09-01,Tellatruth
3.9,37,2015-10-01,Besomi Lewis
5.34,37,2015-10-01,Oneandonly Sarah
8.6,37,2015-10-01,Hollyoak Nikita
4.96,37,2015-10-01,Barrack Bound
8.2,37,2015-10-01,Jakesamkate
7.2,37,2015-10-01,Ten Trees
12.0,38,2015-10-01,Lemming Suarez
4.7,38,2015-10-01,Quivers Kin
8.6,38,2015-10-01,Tinas Elaine
5.0,38,2015-10-01,Deadly Catch
7.6,38,2015-10-01,Blakefield Turbo
3.53,38,2015-10-01,Watch Her Win
8.34,39,2015-10-01,Ygrittes
4.2,39,2015-10-01,Kevins Wee Lady
4.4,39,2015-10-01,Newlawn Gretta
12.36,39,2015-10-01,Noirs Dillon
5.5,39,2015-10-01,Uncle Eoins Gem
6.5,39,2015-10-01,Aero Assassin
15.0,40,2015-10-01,Hilight Vicky
2.98,40,2015-10-01,Suirview Zippy
16.79,40,2015-10-01,Chuckles Girl
12.0,40,2015-10-01,Uncle Eoins Star
3.2,40,2015-10-01,Rathbride Pearl
6.28,40,2015-10-01,Fairway Breeze
3.97,41,2015-10-01,Zenas Dazl
5.2,41,2015-10-01,Rising Spyro
11.5,41,2015-10-01,Calling Back
25.97,41,2015-10-01,Cashen Mischief
2.67,41,2015-10-01,Yahoo Coleen
11.5,41,2015-10-01,Bransa Mason
3.53,42,2015-10-01,Ickle Pickle
8.0,42,2015-10-01,Cake Angel
5.99,42,2015-10-01,Move My Friend
4.5,42,2015-10-01,Genestone Lady
11.5,42,2015-10-01,Malbay Tulisa
8.2,42,2015-10-01,Blackrose Coleen
3.15,43,2015-10-01,Sedgie
3.86,43,2015-10-01,Direwolf
16.5,43,2015-10-01,Crossfield Kath
7.0,43,2015-10-01,Queen Amber
11.5,43,2015-10-01,Teds Prince
6.4,43,2015-10-01,Finalee
14.88,44,2015-10-01,Newlawn Watch
14.87,44,2015-10-01,Maggies Image
2.89,44,2015-10-01,Fire Line
4.1,44,2015-10-01,Geneva Danny
4.31,44,2015-10-01,Delysia
11.0,44,2015-10-01,Trapstyle Solar
3.15,45,2015-10-01,Malbay Roxy
7.0,45,2015-10-01,Ryves Susie
11.0,45,2015-10-01,Darkcat Vadar
6.55,45,2015-10-01,Mercury Donna (RES) 
7.0,45,2015-10-01,Askja
7.0,45,2015-10-01,Cappananty Black
3.9,46,2015-10-01,Code George
7.6,46,2015-10-01,Brownsbridge Gem
5.5,46,2015-10-01,Scarriff Bound
8.05,46,2015-10-01,Ace Of Clubs
4.5,46,2015-10-01,Unreal Deal
13.0,46,2015-10-01,Balleen Sparkle
4.8,47,2015-10-01,Fawkham Jacq
9.57,47,2015-10-01,Blath Beag
8.4,47,2015-10-01,Bettyshill Ace
11.0,47,2015-10-01,Joys Bangers
2.44,47,2015-10-01,Volcanic Matt
14.0,47,2015-10-01,Glenbower Pixie
11.5,48,2015-10-01,Blackrose Mag
2.73,48,2015-10-01,Young Pumba
9.24,48,2015-10-01,Killoran Rumble
4.5,48,2015-10-01,Silverview Frost
11.4,48,2015-10-01,Glasmeen Paris
9.2,48,2015-10-01,Morrisa
13.5,49,2015-10-01,Monmore Diamond
9.84,49,2015-10-01,Mikey Junior
4.6,49,2015-10-01,Bardarbunga
7.0,49,2015-10-01,Suirview Petal
6.65,49,2015-10-01,Any Number
3.4,49,2015-10-01,Ourbettybee
11.0,50,2015-12-01,Captain Paddy
4.7,50,2015-12-01,Ashburn Pink
4.0,50,2015-12-01,Peppy Ragnar
5.4,50,2015-12-01,Hearthill Pearl
8.18,50,2015-12-01,Uncle Scratch
7.0,50,2015-12-01,Deadly Catch
8.01,51,2015-12-01,Toehead View
4.5,51,2015-12-01,Glaise Spice
6.0,51,2015-12-01,Gentle Ryano
6.6,51,2015-12-01,Harmless Man
10.67,51,2015-12-01,Stunning Jojo
3.59,51,2015-12-01,Monteithchrystal
7.8,52,2015-12-01,Hilight Vicky
4.5,52,2015-12-01,Cappananty Black
5.2,52,2015-12-01,Reagrove Amy
3.95,52,2015-12-01,Skiproe Delight
16.55,52,2015-12-01,Cappananty Madam
6.2,52,2015-12-01,Tied Memories
4.05,53,2015-12-01,Fatboyz Jake
6.07,53,2015-12-01,Tonetta Form
30.45,53,2015-12-01,Mercury Donna
4.81,53,2015-12-01,Shedidntseeit
6.84,53,2015-12-01,Dippy Slippy
4.02,53,2015-12-01,Derrew Pixie
3.53,54,2015-12-01,Newlawn Aoife
6.8,54,2015-12-01,Mulroy Hustler
4.65,54,2015-12-01,Severn Itch
4.8,54,2015-12-01,Rathronan Dawn
18.95,54,2015-12-01,Trumpers Dobby
9.2,54,2015-12-01,Dims Champion
8.48,55,2015-12-01,Lemming Ben
4.6,55,2015-12-01,Young Pumba
4.0,55,2015-12-01,American Beauty
4.61,55,2015-12-01,Shanbally Swift
14.5,55,2015-12-01,Zenas Bobby
8.2,55,2015-12-01,View The Fire
8.97,56,2015-12-01,Premarket Honey
5.53,56,2015-12-01,Zenas Emma
4.5,56,2015-12-01,Loughgur Black
8.41,56,2015-12-01,Newlawn Gretta
4.7,56,2015-12-01,Ickle Pickle
5.9,56,2015-12-01,Madeaslipup
8.39,57,2015-12-01,Askja
2.89,57,2015-12-01,Uncle Force
7.2,57,2015-12-01,Silverview Frost
3.71,57,2015-12-01,Dromscarra Brae
12.13,57,2015-12-01,Country Living
11.45,57,2015-12-01,Bers Hope
13.0,58,2015-12-01,Lads Miranda
3.38,58,2015-12-01,Ashgrove Borna
10.5,58,2015-12-01,Organised Chaos
9.8,58,2015-12-01,Timeonhisside
3.6,58,2015-12-01,Big Dooey
7.6,58,2015-12-01,Westwind Lucky
8.79,59,2015-12-01,Trapstyleeclipse
5.65,59,2015-12-01,Tenacious Ben
5.45,59,2015-12-01,Tinas Eileen
4.7,59,2015-12-01,Oilean Daktari
4.8,59,2015-12-01,Near The Bowery
9.2,59,2015-12-01,Darkcat Vadar
2.94,60,2015-04-02,Aero Goytee
5.03,60,2015-04-02,Snowdon Legend
8.99,60,2015-04-02,Trumpers Gemma
7.6,60,2015-04-02,Clonavaddy Dream
10.5,60,2015-04-02,Three Three
7.35,60,2015-04-02,Gentle Hannah
4.1,61,2015-04-02,Ballycannon Ruby
4.0,61,2015-04-02,Darkcat Vadar
7.0,61,2015-04-02,Stophers Sneezy
6.6,61,2015-04-02,Lahana Golden
5.8,61,2015-04-02,Calling Back
22.04,61,2015-04-02,Cashen Mischief
10.73,62,2015-04-02,Glenside Sky
9.82,62,2015-04-02,Fire Line
5.88,62,2015-04-02,Dark Shades
5.28,62,2015-04-02,Skyward Paddy (RES) 
3.41,62,2015-04-02,Hello Navigator
10.53,62,2015-04-02,Severly Damaged
5.8,63,2015-04-02,Springwood Ali
4.97,63,2015-04-02,Off Topic
10.29,63,2015-04-02,Ferndale Bunny
6.0,63,2015-04-02,Monroe Henry
7.4,63,2015-04-02,Newdown King
4.3,63,2015-04-02,Bobbys Blue
6.2,64,2015-04-02,Lordsbury Zeus
7.89,64,2015-04-02,Galtee Beauty
7.49,64,2015-04-02,Bransa Rossi
4.21,64,2015-04-02,Jet Stream Rose
5.28,64,2015-04-02,Timber Song
7.2,64,2015-04-02,Lordsbury Hestia
4.52,65,2015-04-02,Randar Beauty
3.85,65,2015-04-02,Gentle Ryano
7.4,65,2015-04-02,Lassydebite
7.89,65,2015-04-02,Farloe Cassie
12.0,65,2015-04-02,Good Snapper
6.69,65,2015-04-02,Miss Scary
12.31,66,2015-04-02,Gunner George
9.8,66,2015-04-02,Ballyglen King
4.0,66,2015-04-02,Farran West
4.37,66,2015-04-02,Loud Voice
10.41,66,2015-04-02,Fawkham Boycie
4.1,66,2015-04-02,Fairest Belle
4.0,67,2015-04-02,Cyclers Lee
10.68,67,2015-04-02,Allihies Bridie
6.96,67,2015-04-02,Crossfield Ivan
3.35,67,2015-04-02,Silver Eve
13.5,67,2015-04-02,Oneandonly Sarah
6.91,67,2015-04-02,Panthers Legend
8.2,68,2015-04-02,Mullrook Dabhoyo
6.36,68,2015-04-02,Swift Jag
9.4,68,2015-04-02,Gentle Maeve
6.2,68,2015-04-02,Timber Sea
6.4,68,2015-04-02,Farran Williams
3.58,68,2015-04-02,Gloreen Haka
5.2,69,2015-04-02,Yacht Spirit
9.78,69,2015-04-02,Whitby Boy
5.4,69,2015-04-02,Copper Fells
2.86,69,2015-04-02,Good Fifi
19.0,69,2015-04-02,Denwill Diamond
9.7,69,2015-04-02,Urney Oddball
4.4,70,2015-05-02,Inishowen Impact
11.0,70,2015-05-02,Andys Blobabob
13.05,70,2015-05-02,Timber Brae
11.0,70,2015-05-02,Winnie Dubh
5.5,70,2015-05-02,Trapstyle Rory
3.05,70,2015-05-02,Hilight Vicky
6.86,71,2015-05-02,Monroe Henry
9.0,71,2015-05-02,Springwood Ali
15.0,71,2015-05-02,Three Three
13.63,71,2015-05-02,Trumpers Gemma
6.6,71,2015-05-02,Affane Soldier
2.17,71,2015-05-02,Dash On Black
20.0,72,2015-05-02,Farran West
3.7,72,2015-05-02,Northland Flyer
11.45,72,2015-05-02,Ballyglen King
5.9,72,2015-05-02,Rock Fantasy
3.49,72,2015-05-02,Gortown Flame
7.0,72,2015-05-02,Lisdrum Paul
2.0,73,2015-05-02,Capel Me Mummy
19.69,73,2015-05-02,Tinas Cathy
11.0,73,2015-05-02,Confey Hawk
6.58,73,2015-05-02,Big Bubbles
15.56,73,2015-05-02,Urney Oddball
10.46,73,2015-05-02,Tied Memories
15.5,74,2015-05-02,Cavies Penny
3.85,74,2015-05-02,Amazing Josie
7.4,74,2015-05-02,Zenas Betty
6.71,74,2015-05-02,Cronody Pat
4.24,74,2015-05-02,Sarah Free
5.8,74,2015-05-02,Noirs Dillon
12.0,75,2015-05-02,Devon Angie
3.85,75,2015-05-02,Catunda Dubh
10.0,75,2015-05-02,Goldmine Maestro
8.86,75,2015-05-02,Panthers Legend
3.88,75,2015-05-02,Lordsbury Dolly
5.0,75,2015-05-02,Hello Navigator
4.07,76,2015-05-02,Toystory Star
9.41,76,2015-05-02,Slowlane Charley (RES)
5.08,76,2015-05-02,Deran Jet
3.1,76,2015-05-02,Ballyroyal Socks
12.98,76,2015-05-02,Rising Dawn
5.87,76,2015-05-02,Newinn Bound
16.23,77,2015-05-02,Mercury Donna
6.6,77,2015-05-02,Laveric Lady
13.72,77,2015-05-02,Baran Victoria
6.33,77,2015-05-02,Killahara Ruby
3.05,77,2015-05-02,Sues Zebo
4.1,77,2015-05-02,Tinas Lill
7.39,78,2015-05-02,Gloreen Haka
3.35,78,2015-05-02,Crossfield Bolt
12.18,78,2015-05-02,Droopys San Remo
15.8,78,2015-05-02,Farran Williams
6.4,78,2015-05-02,Knockmoy Jack
4.92,78,2015-05-02,Glenside Sky
3.95,79,2015-05-02,Rathbeg Belle
6.0,79,2015-05-02,Phantom Flashey
8.8,79,2015-05-02,Express Koko
16.5,79,2015-05-02,Corrin Brae
5.22,79,2015-05-02,Snowdon Dave
4.85,79,2015-05-02,Fawkham Jacq (RES) 
10.9,80,2015-05-02,Indigo Friday
8.2,80,2015-05-02,Islay Tracey
5.2,80,2015-05-02,Blade Runner
6.1,80,2015-05-02,Buglys Causeway
2.8,80,2015-05-02,Blakefield Turbo
9.8,80,2015-05-02,Clonavaddy Ox
3.72,81,2015-05-02,If Ever Banba
11.44,81,2015-05-02,Sportsman Pat
2.72,81,2015-05-02,Lord Duckett
19.0,81,2015-05-02,Aoifes Magpie
7.6,81,2015-05-02,Gortshanboy
10.5,81,2015-05-02,Boots Of Pride
6.48,82,2015-05-02,Finalee
3.86,82,2015-05-02,Mountcashel Judy
4.9,82,2015-05-02,Ballyhill Legend
14.0,82,2015-05-02,Unique Rock
6.58,82,2015-05-02,Droopys Seymour
5.2,82,2015-05-02,Skip Free
9.0,83,2015-05-02,Compass Ted
4.41,83,2015-05-02,Bignian View
7.4,83,2015-05-02,Miss Messi
34.0,83,2015-05-02,Galbertstownlady
7.0,83,2015-05-02,Knocknaboul Mary
2.96,83,2015-05-02,Chelsea Essein
3.6,84,2015-05-02,Castlebride Maud
6.52,84,2015-05-02,Brickhill Cait
7.52,84,2015-05-02,Frosty Prince
9.62,84,2015-05-02,Jokar Bluey
6.2,84,2015-05-02,Queen Cayla
5.3,84,2015-05-02,Timber Sea
6.2,85,2015-06-02,Brown Bess
6.22,85,2015-06-02,Lerrigs Finest
13.0,85,2015-06-02,Newlawn Mandy
5.3,85,2015-06-02,Ballycannon Ruby
3.45,85,2015-06-02,Lucky Hero
8.4,85,2015-06-02,Read My Lips
4.59,86,2015-06-02,Blackrose Mag
16.29,86,2015-06-02,Yacht Spin
4.24,86,2015-06-02,Teds Prince
7.6,86,2015-06-02,Panthers Legend
5.56,86,2015-06-02,Severly Damaged
6.17,86,2015-06-02,Gentle Ryano
7.0,87,2015-06-02,Cake Angel
5.3,87,2015-06-02,Glenside Line
6.0,87,2015-06-02,Rock Fantasy
5.0,87,2015-06-02,Diesel Marco
9.99,87,2015-06-02,Bransa Mason
4.48,87,2015-06-02,Rising Spyro
4.4,88,2015-06-02,Hearthill Pearl
4.9,88,2015-06-02,Acid Queen
6.2,88,2015-06-02,Dangeray Polo
7.83,88,2015-06-02,Talavara Tango
5.7,88,2015-06-02,Glenside Brooke
9.87,88,2015-06-02,Clonavaddy Ox
3.7,89,2015-06-02,Crossfield Bolt
4.1,89,2015-06-02,King Pat
20.87,89,2015-06-02,Loyal Woman
5.26,89,2015-06-02,Cyclers Lee
7.8,89,2015-06-02,Droopys San Remo
8.0,89,2015-06-02,Boots Of Pride
6.33,90,2015-06-02,Conals Cracker
9.6,90,2015-06-02,Miss Messi
4.0,90,2015-06-02,Farran Craig
6.8,90,2015-06-02,Hilight Vicky
7.52,90,2015-06-02,Lordsbury Hestia
4.62,90,2015-06-02,Balleen Sparkle
3.77,91,2015-06-02,Gortown Flame
8.2,91,2015-06-02,Good Snapper
8.6,91,2015-06-02,Farran Major
4.8,91,2015-06-02,Near The Bowery
11.57,91,2015-06-02,Any Number
4.4,91,2015-06-02,Randar Beauty
7.6,92,2015-06-02,Royal Posh
4.16,92,2015-06-02,Blakefield Turbo
2.92,92,2015-06-02,Reagrove Rubik
9.2,92,2015-06-02,Blade Runner
7.73,92,2015-06-02,Lazy Molly
21.0,92,2015-06-02,Crossfield Kath
14.5,93,2015-06-02,Cappananty Black
4.8,93,2015-06-02,Springfield Flo
9.75,93,2015-06-02,Abbeys Sandy
3.94,93,2015-06-02,Timber Song
4.66,93,2015-06-02,Clanard Turbo
6.4,93,2015-06-02,Indigo Friday
6.2,94,2015-06-02,Aoifes Magpie
15.5,94,2015-06-02,My Mighty Whitey
5.08,94,2015-06-02,Triangle Heather
5.0,94,2015-06-02,Oilean Daktari
7.8,94,2015-06-02,Mercury Rita
3.77,94,2015-06-02,Hi Her
6.48,95,2015-07-02,Timber Song
3.6,95,2015-07-02,Pullyasoxup
10.5,95,2015-07-02,Calm Down Da
5.7,95,2015-07-02,Newlawn Aoife
4.4,95,2015-07-02,Andys Blobabob
14.5,95,2015-07-02,Tinas Western
5.52,96,2015-07-02,Ashburn Pink
9.4,96,2015-07-02,Denwill Diamond
6.2,96,2015-07-02,Whitby Boy
5.8,96,2015-07-02,Get On Coco
3.55,96,2015-07-02,Westover Charlie
10.59,96,2015-07-02,Rock Fantasy
9.96,97,2015-07-02,Skip Free
4.79,97,2015-07-02,Silverview Hard
10.5,97,2015-07-02,Springwood Ali
4.5,97,2015-07-02,Blackrose Mag
5.7,97,2015-07-02,Tied Memories
4.2,97,2015-07-02,Thiefintheshadow
9.0,98,2015-07-02,Village Blackie
10.93,98,2015-07-02,Cyclers Lee
10.5,98,2015-07-02,Try Plan Bee
5.7,98,2015-07-02,Brick Mansions
2.8,98,2015-07-02,Stepit Up Louie
5.5,98,2015-07-02,Crossfield Bolt
5.2,99,2015-07-02,Shoemakers Son
5.03,99,2015-07-02,Shedidntseeit
13.36,99,2015-07-02,Premarket Honey
5.43,99,2015-07-02,Gunner George
6.0,99,2015-07-02,Tintreach Harry
4.28,99,2015-07-02,Pennys Mountain
11.0,100,2015-07-02,Swords Brett
8.2,100,2015-07-02,Express Koko
5.5,100,2015-07-02,Timber Sea
4.98,100,2015-07-02,Parkgariff Force
6.38,100,2015-07-02,Any Number (RES)
3.99,100,2015-07-02,Dromscarra Brae
15.98,101,2015-07-02,Genestone Lass
5.4,101,2015-07-02,Dunbar Linda
5.13,101,2015-07-02,Ashtina
6.4,101,2015-07-02,Loud Voice
3.63,101,2015-07-02,Lisdrum Paul
6.6,101,2015-07-02,Fawkham Boycie
7.2,102,2015-07-02,Lerrigs Finest
6.2,102,2015-07-02,Shunters Jack
8.0,102,2015-07-02,Zenas Betty
4.46,102,2015-07-02,Shoemakers Jack
4.7,102,2015-07-02,Blackrosetorpedo
6.91,102,2015-07-02,Crossfield Hanna
8.2,103,2015-07-02,Gentle Kewell
10.0,103,2015-07-02,Very Bold
9.05,103,2015-07-02,Pennys Plate
6.6,103,2015-07-02,Newlawn Emma
2.92,103,2015-07-02,Consequences
5.5,103,2015-07-02,Get On Kenzo
8.81,104,2015-07-02,Lucozade Danni
4.3,104,2015-07-02,Capstan
3.85,104,2015-07-02,Newcastle Lad
5.6,104,2015-07-02,Castlebride Maud
10.5,104,2015-07-02,Galtee Mark
8.44,104,2015-07-02,Ballymac Cairn
9.8,105,2016-01-02,Barrack Bound
11.0,105,2016-01-02,Sleek Doll
8.27,105,2016-01-02,Buglys Causeway
7.2,105,2016-01-02,Fairest Belle
7.6,105,2016-01-02,Gortown Flash
2.4,105,2016-01-02,Mr Tayto
4.0,106,2016-01-02,Wil Con Kie
17.5,106,2016-01-02,Leitrim Middle
4.45,106,2016-01-02,Besomi Lewis
8.4,106,2016-01-02,Its A Wonder
8.6,106,2016-01-02,Rising Bullet
4.03,106,2016-01-02,Very Bold
3.3,107,2016-01-02,Ardrine Arya
6.37,107,2016-01-02,Ace Of Clubs
18.01,107,2016-01-02,Unreal Deal
6.4,107,2016-01-02,Newlawn Mandy
3.9,107,2016-01-02,Instant Impact
13.0,107,2016-01-02,Balleen Sparkle
5.73,108,2016-01-02,Uncle Scratch
4.79,108,2016-01-02,Glenrock Dazl (RES)
7.66,108,2016-01-02,Silverview Frost
8.6,108,2016-01-02,Mullrook Darebel
